Rating,Title,Full Comment,Upvotes,Downvotes,Date
10,"May be not first of its kind, but best of its kind","I can't decide what makes this anime so special to me, but it remains on the top even after having watched so many others of the same genre.",3,0,"Feb 5, 2021"
10,Masterpiece,This is such a masterpiece. Every little detail has been taken care of by isayama. So much foreshadowing. So much depth in character. Amazing. So much character development. Ending was satisfactory as well. We learn about the politics and societies. It bodes well with current status quo.,3,0,"Jan 11, 2022"
10,Awesome,No content,3,0,"Feb 8, 2021"
10,Simply amazing,Throughout the show they manage to build the world and the characters that live in it and makes it feel lively. The plot of the show starts of kinda basic but takes a big turn towards the middle of the 1st season which sets the tone for the rest of the series. Overall I would say this is my favourite show,3,0,"Feb 1, 2021"
10,Best ever,"Arguably the best Anime ever

Hajime nailed it. Heads off to WITS and Mappa is doing good too",3,0,"Jan 18, 2021"
10,WHAT THE HELL IS GOING ON ?!?,Wow ! you may wonder why I wrote that Title for my review I tell you why ! when you start watching this there is no Stop for it . every episode is more attracting and interesting its like endless questions with answers . in most series you have to wait for your answers but in this one you get answers but all of a sudden another question pop up and you may guess a thing or two but the story catches you and push you back on your coach and tell you SHHHHHHHHH just wait for it . this is the most interesting series I have ever seen . I thought cartoons and amine are for kids but I was damn wrong . this series introduced the anime world to me .,3,0,"Mar 18, 2021"
10,Masterpiece.,"The most well-written show with a mindblowingly complex plot. The care for the detail cannot be found in any other show, anime or otherwise. Insanely good character development and writing. Truly a must watch.",3,0,"May 21, 2021"
10,Masterpiece,"This show keeps on getting better as it proceeds. Amazing story , chilling music , characters you can relate , voice actors , animation everything is perfectly splendid.",3,0,"Feb 5, 2021"
9,Amazing show,It does everything from representation to plot. The characters and voice acting are done really well. The plot twist are done well and each episode has great meaning.,3,0,"Nov 6, 2021"
10,The best,No content,3,0,"Jan 10, 2022"
10,Real piece of art,I just want to delete my memory and watch it over and over again cant come out from the titans world this show is really amazing if you watch only 10 min then i bet you can watch all 4 season in a row this give tough compition to breaking bad and game of thrones.,3,0,"Feb 19, 2021"
10,Best,I had watched this serie 3 time and every time I watch It gives me new details. In my experience this is best story and action based anime of the decade. ❤,3,0,"Jul 19, 2021"
10,EVIDENTLY THE BEST ANIME,"The best among all the top animes, equivalent to the top series either: GOT Lord of the rings etc. It's a request to allocate 10/10 to this and let it rise above Fullmetal and others of the sort.",3,0,"Jan 24, 2021"
10,GOAT,The best of the best so great not for stupid people not for kids a Masterpiece love him so much,3,0,"Jan 14, 2021"
10,Perfect,It's really good. First it starts so basic then goes up. Really recommend,3,0,"Feb 8, 2021"
10,Historic Masterpiece,"I just finished the series and I can say without hesitation, Snk is the best Japanese animation series of all time and I will even say one of the best story that has ever been created until today in fiction. No anime in history had been so complete, constant and of such quality in these fields: History, Animation, Maturity, Narration, Action, Emotion, Suspense, Mystery, Background of the story, Message, Opening, Ost, Realistic while being fantastic, Epic moment, Imprevisibility, Combat, Immersion, Graphic design, Originality of the work, Rebound, Charism and evolution of the characters... Not once has there been unnecessary, boring or off-series moments. Each episode counts, it always contains details and information.",3,0,"Feb 19, 2021"
10,Best anime in history,"This anime is not 10/10, but this anime is a million out of ten, but not a million in ten, but this masterpiece is 1,000,000,000/10",3,0,"Jan 24, 2021"
10,Nothing new,"Maybe it's the greatest series ever . It's perfect from every aspect. Writing , scenario, sound track choices and it's timing, begin unclear about which side is the right one. It's simply perfect and gorgeous.",3,0,"Jan 27, 2021"
10,One of fhe best Episode,No content,3,0,"Jan 25, 2022"
10,The best anime in the world,No content,3,0,"Feb 16, 2025"
10,Outstanding,The storytelling in this show is phenomenal! Building up the story while still making it action packed. Love this show!,3,0,"Jan 26, 2021"
10,Perfect,You're lucky if you haven't watched it already because you get to enjoy this masterpiece,3,0,"Jan 12, 2021"
10,Best Anime Series Ever,"There are so many positive points I could say about this serie, starting with its incredible animation, the incredible development of its characters within its incredible story, and needless to say about the plot, is much more than captivating. It's just exciting.",3,0,"Jan 8, 2022"
10,Storytelling at it's Best,This anime has one of the best storytelling of all series. It gets better with each season. All the supporting characters are backed by great backstories. And the revelations of the twists will blow your minds. And to add to all this is some great music by Hiroyuki Sawano. Don't miss this masterpiece!,3,0,"Dec 26, 2020"
10,hamo,"Very nice episode, deserves 10 out of 10. A very beautiful episode, you can watch it with your friends and you will scream from the forces of the episode 😂 but the episode has a lot of scenes in which the animation is bad, but there is no problem that it is beautiful.",3,0,"Jan 10, 2022"
10,COMPLETELY INSANE,"This show is someting else: storyline, character evolution, animations. Everything is so damn perfect!",3,0,"Jan 25, 2021"
10,Masterpiece,"Ep 78 insaaaaaneeee the best animations, very good plot, a good adaptation from manga , good ost , everything the anime is gonna explode and to be honest i never seen an anime where the time flyes.",3,0,"Jan 25, 2022"
10,This is the way,The greatest story told in the most spectacular way. Story 10 World/ world building 10 Characters/character development 10 Music 1000,3,0,"Jan 18, 2021"
10,"Attack on titan is, if not, one of the best anime to have ever existed","Anime's rarely get better and improve upon each season, but attack on titan manages to do that. Each episode is crucial to the story, as it unfolds the mystery the author showered to us bit by bit. Hopelessness,fear,despair, its all there. People don't just die for shock factor or the author trying to force us to sympathize with the characters (akame ga kill *cough*).... The pacing is great and characters are very well developed. The narrative very much suprised me, as it went from an action mystery horror to a geo-political war with moral ambiguities. AOT is certainly a modern classic.",3,0,"Dec 2, 2020"
10,As good as it can get,"In my opinion this is the pinnacle of anime. This has technology, finance, economics, politics - you name it. This series is so well rounded and has encapsulated humanity so well that every single rewatch reveals something new. Brilliant story, great animation. Couldn't get better than this.",3,0,"Dec 7, 2020"
10,An Art,"Just enjoy enjoy the best anime ever I wish that i forgot it all and re-watch it again qnd over and over.

From the last It is the best anime ever With Death Note 😂😂😂",3,0,"Jan 25, 2022"
10,The best anime I've ever watched,"Attack On Titan is a masterpiece which we will not witness something like it twice.

A totally new type of stories started with a lot of questions, those questions ends us with an answer by the season finale which the answers gets us even more questions to answer.

There's an answer for every singe question in your mind about the show so you will never be confused about some questions that are not filled with answers.

The depth of the story gives us an experience for a perfect story, where the story began 2000 years before the main story begins and it's related to the episodes that you'll see.

The development of the characters is matched perfectly with the depth and the events of the story.

The details and foreshadowing for the upcoming events and episodes are insane (sometimes it foreshadows about somethings in the past).

The series has a great ending but you have to accept it.

In my opinion there is no better ending than the one we got.",3,0,"Oct 13, 2024"
10,"So, It's quite literally amazing","Bruh, how could one guy ever conceive this, and the studios, both of em, make it slap this hard...The narrative is just pure bliss to follow through, the soundtrack is just creamy, and I don't think I need to talk about the writing and the animation...",3,0,"Jan 25, 2022"
10,The only Show/Movie/Anime that was able to increase its rating on IMDb shows the true class of this Anime.,"I have never seen any show, movie or documentary that was able to increase its rating on IMDb, the fact that Attack on Titan managed to reach to 9 from 8.8 shows what masterpiece of a show this is. Plot, Story, characters, action sequences, music, emotion, plot twists. This has everything you would want in a show.",3,0,"Jan 12, 2022"
10,Attack on Titan,No content,3,0,"Jan 25, 2022"
10,Speechless!!!!,Even those who don't watch animé like me will be shocked. Amazing level of detail both in storytelling and graphics. Simply amazing with many plot twists!!!,3,0,"Jan 19, 2021"
10,Very beautiful This is the greatest work,Very awesome work and deserves appreciation I enjoy it very much and I only felt this feeling in Game of Thrones but unfortunately it will end soon. Thank you.,3,0,"Jan 10, 2022"
10,I can't enjoy any other show after AoT,"Attack on Titan simply became my favorite anime of all time. The story is mind blowing, the characters are deep and interesting. I remember I didn't like Eren at first but oh boy did I grow to love him. The music is absolutely brilliant and it makes the story hit you even harder. Everything about it is just amazing. I am really happy I got to experience it.",3,0,"Jan 23, 2021"
10,Best anime,"A must watch anime!!! It is one of the best tv shows ever. Amazing story, action, plot, music, characters. A pretty realistic anime, just like our world.",3,0,"Jan 25, 2022"
10,Pure perfection,"This series is nothing compared to what you ever watched. The viewers are constantly put into cliffhangers, terror, actionbut at sometimes wholesome moments too. Its caracter development is excellent. Im writing this review just now, as the show takes its end with the original manga and the anime itself this year. Its worth the watch.",3,0,"Jan 25, 2021"
10,Perfect,"This anime can really be said to be one of the best masterpieces in history, which gives you the best experience with its action scenes and sad story.",3,0,"Apr 17, 2021"
10,The best,No content,3,0,"Jan 10, 2022"
10,I can not find a negative side!,"Attack on Titan is truly a masterpiece. As I mentioned in the title, I cannot find a negative side. The characters are excellent, the story is excellent, the storytelling is excellent, the animations are excellent.",3,0,"Nov 15, 2020"
10,It is amazing,Wow it is really great❤❤❤ i can explain what i feel,3,0,"Jan 13, 2021"
10,Gratest of all time anime,My best anime. Isayama take the manga from another world he's supposed to be in Netflix. And my best character is armin alert and it's supposed to see he's parents thats my oppinen.,3,0,"Jan 25, 2022"
10,"Should be compared with the biggest series in the world, not only with other animes.","Can't express, but don't judge my 10/10 rating from the first season.. Watch until the end of Season 3.",3,0,"Mar 9, 2021"
10,Masterpiece.,"Attack on titan is an example of how devoted and talented artists, through different forms of art, are given the ability to offer something to the ideas, perspectives and lessons of human experience and human nature, which upon reflection serve to better understand ourselves.",3,0,"Jan 19, 2021"
10,Masterpiece!,This anime is a absolute masterpiece! Aot is the best anime ever made,3,0,"Feb 22, 2021"
10,The best,Before i started to watch this i though animes are just for kids but after that aot changed my mind and i think it deserves more rate. If you like game of thrones i suggest you 100% to watch it.,3,0,"Oct 17, 2021"
10,The top anime of all time,"Can this show be even more perfect? It was already very good in season 1 and 2, season 3 was awesome and season 4 is just perfect. Best anime of all time, even better than death note.",3,0,"Jan 29, 2021"
10,HELL YES,BRUH. SO GOOD IT WAS AMAZINF IM SO HYOED FOR SEASON 4 PART 2.,3,0,"Sep 13, 2021"
10,The greatest storyline of all time,This shows storyline is one of the best in world. The main characters development is done really amazingly. Hajime Isayama's has done a speechless job. He made a world where once someone has entered then they couldn't come back.,3,0,"Jan 12, 2022"
10,Expectional anime series,"The ideas and information in the story do not suit children and those of simple mind .. The story deals with sensitive matters and deep meanings that exceed the understanding of young people

Attack on Titan simulates reality and discusses social issues with a logical fictional story with a serious drawing and a serious story

The fighting in the series is not based on magic or illogical imagination but is logically based on physics

Attack on Titan contains subtle messages, deep meanings and interconnected plot.",3,0,"Apr 7, 2021"
10,Mind blowing Don't attention to negative ratings,This tv series is absolutely on of the best and it's not over hyped or something some people are just bombing aot whit 1/10 rating star it's very very unfair if you don't like aot Don't watch!((Btw the heroes 2008 fans giving low rating )),3,0,"Feb 2, 2022"
10,Good anime,Just watch it if you enjoy anime then it' a must watch anime for you.,3,0,"Jul 3, 2021"
10,Good,No content,3,0,"Jan 12, 2021"
10,MAGNIFICENT,You don't understand how good of an anime this is it teaches you a lot of stuff and can impact the reality and perspective around this world and the anime itself is so entertaining and you will never get bored AOT is so majestic I wish it will never come to an end but sadly it has to as its approaches the end soon man I'm gonna miss this series thank you Isayama your such a genius AOT will always have a special play on my heart,3,0,"Mar 10, 2021"
10,"I'm not really an anime fan, but this one is a masterpiece","AOT is a masterpiece, no need to explain why, anyone who watched this agrees, great story and great characters",3,0,"Mar 18, 2021"
10,Favorite Anime,No more offensive with other animes but this one is made my day. Favorite anime and the most loved anime of all time. Best cinematography and story line. Season one to final season there gone a hit the recodes all time in imdb ratings. Love the manga one and anime one two of these are so good. Love from sri lanka. Sa sagyeoo !,3,0,"Jan 11, 2022"
10,The Perfect TV Show,"Attack on Titan, also known as Shingeki no Kyojin, delivers a breathtaking story with an incredible soundtrack, vivid art, excellent character development. Set in a grey world where there is no absolute good or evil, audiences will find themselves continuously asking who are the righteous ones?",3,0,"Feb 5, 2021"
10,Phenomenal,Masterpiece of an anime can't get any better than this 10/10 in my books cheers studio wit and the newly throned studio mappa.,3,0,"Jan 27, 2021"
10,The absolute masterpiece of all showes,"I've seen many shows in my life but this one tops easily all of them, plotline is brilliant, many twists and mysteries throughout the show which make it perfect. you really can't explain how good is this show to someone who didn't watch it.",3,0,"Feb 1, 2021"
10,Possibly the best plot someone can ever imagine .,"Everything in this anime is perfect like animation , character development , etc. The suspense created at the end of every episode is absolutely amazing you can not sleep before watching the next episode.",3,0,"Feb 7, 2022"
9,Inspiration to Really life,"One of the best Animes that embodiment our cruel reality in A whole imagining word What ever you are you find your self in the anime characters , The Strong emotion that while Gripping you in many moments And the Sadness will cloud you when you see the Miserable Death Between the Titan jaws , The concept of the story centered on the hero is not applicable here all the characters have a central role to play really it will relate to these characters that touch you deeply .",3,0,"Jan 19, 2020"
10,Just... Amazing.,No content,3,0,"Feb 7, 2022"
10,great anime,"This is one of the most well structured stories I've ever seen. The characters, the animation, the music, the script, the exercises, all of it is top notch!",3,0,"Mar 2, 2021"
10,I cant thank you enough isayama,I love AOT because change my tenets Every time i saw it i say who is the good one and bad one ARIGATO ISAYAMA,3,0,"Feb 9, 2021"
10,Best TV series ever,Never felt this way since the good years of Game of Thrones,3,0,"Mar 21, 2021"
10,Just watch it Jack,We are at the point and time where thanks to Season 4. This anime is going to go down as of one of the GOATs,3,0,"Jan 12, 2021"
10,Instant Classic,"Perfect fantasy that takes you on a voyage towards gradual discoveries and uncoverings of the fantasy based world . This show revolutionized the way I looked at anime . Psychological , philosphical and joy bearing .",3,0,"Mar 5, 2021"
10,Masterpiece!,"There are some fools looking at it in a superficial way, each motivation, each character with its history, poetic and necessary emotional facts, which make this political and existential drama, each scene, each battle, very sentimental. A masterpiece by far.",3,0,"Dec 8, 2021"
10,I LOVE HAJIME ISAYAMA,"BEST ANIME EVER, the story, the animation, the plot twists, the EVERYTHING, there will never be a better anime than attack on titan. This is the first anime I've ever watched and I don't think that any other anime will make me feel like attack on tittan made me feel.",3,0,"Jan 26, 2022"
10,Best,"Best series ever.

The moment you watch this audiovisual masterpiece you will immediately appreciate the level of thought and detail that went into this. From the initial scene that shows you the main and unique weapons to some of the frames that could literally be used as your desktop background or be hanged in your room as paintings. From episode to episode you'll think that you won't be surprised anymore and you'll be wrong again and again, every time I thought an episode or season couldn't be better I was proven wrong. You will get goos bumps from dialog alone and you will lose your mind in the epic fight scenes The characters and their development, the story covered in mystery that unveils beautifully, a dialog carefully written that shows the characters personalities and wisdom., sound design, music, illumination... you'll feel like you are there. The voicing of the characters is excellent... there is nothing below excellent in this. An absolute masterpiece and a bar of quality for any audio visual product to come. Be prepared to care only about Attack on Titan and nothing else, because nothing else will make you feel this way.",3,0,"Feb 2, 2022"
9,Masterpiece,"As a viewer, paying attention to the details in this particular series is so rewarding",3,0,"Jan 24, 2020"
10,The best thing in the world,No content,3,0,"Feb 2, 2021"
10,best anime series of all time.........(atleast to me),"One of my friends suggested me to watch this series. i didn't have any interest in this anime at that time. but ever since i saw the first episode, i knew this anime would create a record. there r some moments in anime where i literally screamed. action sequences r beyond imagination. u can witness everything in this series- action, emotional, friendship, teamwork, family, betrayal, horror, suspense, tense. it is very rare to get series like this......",3,0,"Mar 22, 2021"
10,AMAZING,"Amazing story, acting, performance, the story takes you through all your emotions, and it takes you through all the caracters lives as well, extremely well structured, and yes you will hold your tears till it dropps, specially in the end.

You might feel it makes you think about real life too, injustice in this world and in Anime world too.

You will feel the drama, tragidy, action, all.

I hope these kind of Anime level is created more but to match with real life scenarios as well, doesnt have to be an imaginary stories.

The series is for sure enjoyable and will be marked in your brain for a long time.

ENJOY.",3,0,"Oct 12, 2024"
10,The Best Story Ever Written.,"The best story ever written. Not kidding. If you haven't watched it yet, do yourself a favor and start now. This is going to go down as one of the greatest shows of all time.",3,0,"Feb 7, 2022"
10,10/10,Best show. Period. Eren Yeager demonstrates a huge transformation as the show continues. Highly recommend!!,3,0,"Feb 22, 2021"
10,Best show of 2021 so far🔥🔥,IT JUST GOATED🐐 the story is a masterpiece and it's so smooth honestly I feel as if we need a season 5 because the show is so great I hate that it is ending so soon,3,0,"Jan 30, 2021"
10,Wow,"The anime keeps you constantly analyzing the events and characters

You will be mesmerized with excellent dialogues, hints everywhere, twists, building the story by giving information in between.

I have to watch the same episode multiple times to see the small details.

I enjoyed every single second.",3,0,"Jan 25, 2022"
10,Perfection,"I love this series to death, and Levi is probably my favorite character in all of anime.",3,0,"Jan 16, 2021"
10,GOAT,"AOT is not just anime, it's cinema. Besides, if you're new to anime and are biased about anime, bro believe me before I found AOT I also thought that way and changed my mind after watching it. At first I thought I was the only one who experienced it, but there are lots of people who don't know anime and give bad ratings then change after watching 1 to 3 episodes. After you watch it you will forget you are watching anime.",3,0,"Jan 26, 2022"
10,It's a whole experience,"I have following this anime since 2019, Every moment feels like I have lived it, It's not just a story it's a whole experience, Something that becomes part of life, Never ever can get a better feeling then watching it for the first time... The build-up, the casting everything was upto notch, it will be always the greatest story of all time, it really makes you think wrong and right, You can watch it again but you can't relive it again, it's the perfect spice you would want in your life, the detailing is marvelous, you would get more details everytime you watch it again, It's feels like a dream sometimes...",3,0,"Jul 21, 2024"
10,"To be honest, This is underrated","So far all the anime I have seen, this one is the best yet🔥✌ (Apart from death note) Trust me, If you didn't watch it yet- GO DO IT NOW! Death Note was favourite until the SNK final season came out.",3,0,"Jan 28, 2021"
10,Just wonderful,Gives a different perspection to life. Shows not everything has to be right or wrong. An anime with a deep meaning to life with alot of action & wonderful scenes that gives you goosebumps. Words can't express it. Personally think every viewer is gonna have different opinions while watching.,3,0,"Feb 3, 2021"
10,Masterpiece!,"It's a total masterpiece , i truly never saw a anime like this. Must watch and i am sure you'll not regret of choosing it to watch. I'm So glad i jumped into this and now i'm always eagerly waiting for next episode :) for me i think it's the best anime i ever saw.",3,0,"Mar 6, 2021"
10,One of the Greatest of all time,If it gives a good ending undoubtedly it will become not only the best anime but also one pf the greatest tv shows of all time.,3,0,"Jan 29, 2021"
10,Reviewing A Masterpiece,"Attack on Titan is a masterpiece no other word can describe it.the best action adventure anime ever. Action - It has the one of the best action scenes in anime history the best use of cgi among all anime is in attack on titan. Story - one of the most unique story which is unpredictable, many twists(which are great). Characters - it has a very wide range of character and you will connect with all of them ,even with the side characters (# levi is the best) Plot - plot and plot points are great

Attack on Titan is one of those series who surpasses it's old seasons and leaves them way behind I don't why some idiots rate them one star But for me it is the greatest show ever

Highly recommended",3,0,"Jan 12, 2021"
10,Amazing,"This anime got me into anime, this is the reason I watch anime and I think that it can get more people into it. I'm also a little bias because me and the protagonist have the same first name. But the storytelling is above anything most people have seen. The animation is very good, the storyline is perfect... This is the peak of anime.",3,0,"Jan 25, 2022"
10,Besst anime ever,This anime was the first aime I watched and I think It's the best anime I'll ever seen,3,0,"Jan 20, 2021"
10,Amazing!!!!,"Epic series , its epic and full with a roller coaster of emotions of suspende, adventure, suprises and heartbreak. My son told me to watch this series and I'm happy that I saw that same day that he told me. I instantly became hooked and its my favorite series of all time. Highly recommend it!",3,0,"Jan 26, 2022"
10,Titan-ically Good: A Review of Attack on Titan,"Okay, so Attack on Titan... where do I even begin? This show absolutely blew me away. From the very first episode, I was hooked. The animation is stunning, the story is gripping, and the characters are incredibly complex and well-developed.

I mean, the world-building is just insane. The idea of these giant man-eating titans terrorizing humanity is terrifying, and the way the show explores themes of survival, loss, and the complexities of war is truly thought-provoking.

Mikasa is my absolute favorite. I just fell in love with her. She's an absolute badass. I love how strong and independent she is, and she's such a loyal and fierce friend.

Eren is another character I really connected with. He's definitely got some flaws, but he's incredibly driven and passionate, and you can't help but root for him.

The show keeps you on the edge of your seat the entire time. There are so many twists and turns, and you never know what's going to happen next. I found myself constantly theorizing and trying to predict the plot, but the show always managed to surprise me.

Honestly, I can't recommend this show enough. It's definitely not for the faint of heart, but if you're looking for a thrilling and thought-provoking anime experience, Attack on Titan is a must-watch.

My Rating: 9.5/10.",3,0,"Jan 29, 2025"
10,The colorful world of Attack on Titan,"Attack on Titan by Hajime Isayama introduces you to a world enclosed by massive walls to protect humanity from giant man-eating humanoids called Titans. The walls are a double-edged sword while they serve as the last bastion of humanity's survival, they also act as a giant cage, trapping its people and preventing them from seeing the real world outside.

It is an emotional rollercoaster that forces you to evoke strong feelings and emotions throughout the ride as you navigate the twists and turns of the plot to find the truth. I personally recommend Attack on Titan as it is a controversial series that exists in a whole new narrative outside the general good and evil trope. It explores the grey areas and complexities of human nature, morality, the will to survive, and the fragility that leads to conflict.

Furthermore, it tackles real-world issues such as racism, discrimination, and the destructive effects of hatred. At its core is its sense of realism in portraying the never-ending cycle of human destruction and regeneration and what it takes to achieve freedom. It allows viewers to see different perspectives and apply philosophical thoughts to interpret the overall message the story is trying to convey.

In the end, Attack on Titan is a worthwhile watch that never fails to amaze us. It is absolute cinema!

Thank you, Hajime Isayama, for creating this masterpiece!",3,0,"Feb 20, 2025"
10,Very beautiful,Very beautiful I really enjoyed watching it and would recommend it to everyone who watches it.,3,0,"Jan 11, 2021"
10,Greatest Animated Work Of All Time,"Attack on Titan is really really great. The concept is unique and amazing. The pacing is really good. Astounding character development. Attack on Titan isn't just an anime, It's an exceptional experience.",3,0,"Feb 17, 2021"
10,Mind - blowing,The Best show and the bestest storyline I've ever seen.,3,0,"Feb 6, 2021"
10,Wonderful,This is the most amazing work I have ever seen. It has raised the proportions of anime fans greatly and changed many people's view of anime,3,0,"Jan 29, 2021"
10,PEAK,No content,3,0,"Feb 17, 2025"
10,Masterpiece,"Set in a post-apocalyptic world where the remains of humanity live behind walls protecting them from giant humanoid Titans, Attack on Titan follows protagonist Eren Yeager, along with friends Mikasa Ackerman and Armin Arlert. Best show you will ever seen. Attack on titan is one of the greatest shows ever the story is very different the characters are very good even the titans are very good. Eren is a loyal and lovely person untill we see him in season four. Best show you will ever seen. Attack on titan is one of the greatest shows ever the story is very different the characters are very good even the titans are very good. Eren is a loyal and lovely person untill we see him in season four.",3,0,"Nov 11, 2024"
10,Perfect,Perfect thanks mom in bathroom and a half day city hi there I'm in bathroom in bathroom in bathroom and a lifetime warranty on parts and accessories for in the pun in Regards David and accessories for in a lifetime warranty for the Library a lifetime of memories of our lives are not interested 😂 the same 😂 in a few weeks and a lifetime of memories and that's what I need to put t shirt with a few weeks and a half day on parts and a lifetime warranty for.,3,0,"Jan 10, 2022"
10,Attack on Titan is the best show,Amazing story and amazing characters and the story is very difficult,3,0,"Jan 12, 2021"
10,Literal masterpiece,This is the best show ever. Masterpiece and just incredible.,3,0,"Jan 26, 2021"
10,Masterpiece,"One word for it: Masterpiece.I literally got all ky emotions from Aot,it gave me smiling,it gave me fear,it gave me sadness,its the best",3,0,"Feb 2, 2021"
10,Aot szn,"Don't got much to say but this is the best anime ever made, it could get surpassed tho if SHAFT DOES OFFSZN MONSTERSNZ",3,0,"Feb 22, 2021"
10,Best anime series ever,"It's a masterpiece, the characters get a lof of development and the story is amazing too.",3,0,"Jan 29, 2021"
10,Masterpiece,This is literally the best thing i have ever seen in my entire 20 years of life. It stomps every series that has ever been made.,3,0,"Jan 25, 2021"
10,GREATEST ANIME EVER,This is arguably the greatest anime ever and maybe the best series of all time. Attack on titan is the only thing in my life that gets me different emotions.,3,0,"Jan 26, 2022"
10,Never a dull moment,No content,3,0,"Jan 25, 2022"
10,Get this series to the 9's already.,"This show is not only one of the best animes of all time, but one of the best in all television period. How meticulously crafted and planned out the story us, how every detail matters, the characters, ost, animation, everything about it screams masterpiece. Get this show up to the 9's and above already, it fully deserves it after the latest episode.",3,0,"Jan 24, 2021"
10,Shinzou Wo Sasageyo.,"The anime is fantastic, some details are different from the manga but SnK still managed to be one of the most famous anime in a short time. I recommend it. (I hope I haven't made any mistakes, English is not my first language)",3,0,"Apr 7, 2021"
10,Best anime ever made,This is pure masterpiece I highly recommend you to watch this anime.,3,0,"Mar 17, 2021"
10,It's not just an anime... It's a masterpiece,"I have been watching anime since 2002, and till now have watched more than 50+ anime.. But this show surpasses all... Well it's an epic , a masterpiece, whether it's music, story , action, emotions.. truly the best anime of the decade.",3,0,"Jan 25, 2022"
10,O M G !!!,"The most beautiful anime in history, and it deserves to be given the name of the Game of Thrones anime, I loved it very much",3,0,"Dec 16, 2020"
10,Masterful,"The reason I got into anime was because of Attack on Titan, it was the first one I ever watched other then Dragon Ball, it sucks only because I started with the best anime so every single anime I watch will never top Attack on Titan. It's one of those shows that makes you attached to it and that's exactly what happened to me, the characters are the best I've ever seen there just all unique and it makes you grow attached to them. It's absolutely one of the best written pieces of fiction ever created in my honest opinion, I don't think I'll ever watch a show or anime more masterful then this. I cannot express enough if you've never seen Attack on Titan please do at least once before you die.",3,0,"Feb 2, 2025"
10,Breathtaking,Each season is better than the previous one. Just fantastic.,3,0,"Jan 26, 2021"
10,Thank you for your hardwork.,I can do nothing bit appreciate the hardwork. I get chills watching it.,3,0,"Jan 20, 2021"
9,AMAZING ANIME !,"AOT gave us 10 STRONG years of good animation, AMAZING fight scenes, shock value, plot twists, amazing characters, and phenomenal voice acting. I watched this in Sub which is highly recommended for the real feel but the English Dub isn't bad at all.

This anime has one of the strongest opening episodes to me because they wasted no time giving us the action. But at the same time this show is very well paced because gradually throughout the show we learn things about the Titans and the history of the people. Not only that but we're learning at the same time as the characters so a discovery for them is also a discovery for audiences as well. I think it was a good touch to not give us the audience the drop on EVERYTHING before the MC because it kept us wanting more.

The Titans were absolutely visually pleasing, I personally enjoyed that over the course of the series we start to see the different variations of Titans and the things they can do. The fight scene animation was consistently clean especially when it came to the Titans fight.

The political touch of AOT was a great way to spin this because it gave us a understanding of just how deep the plot really goes and gave them room to make it deeper. They took time to explain, and paid attention to details so the plot holes aren't that big, even though I am left with a few questions.

But overall, this is a great anime. Ive watched it over and over. I recommend it to almost everyone if they never seen it before. There is alot of action, blood, adventure, sadness, chaos, and the power of friendship.",3,0,"Nov 24, 2024"
10,Amazing,Words can't describe my feelings for this anime. It never gets boring and doesn't boasts on some nonsense things.,3,0,"Feb 13, 2021"
10,Perfect,This show is excellent Amazing character foreshadowing story action.,3,0,"Sep 24, 2021"
10,Isayama!!! Thank you!,No content,3,0,"Feb 1, 2021"
10,GOAT 🐐,This series is one of the BEST in ALL OF ANIME! The simple start and all the deaths and twists are just amazing! The only bad thing about this ENTIRE series is that most of my favourite characters die.,3,0,"Jan 10, 2022"
10,Flawless,"It's the best anime ever I watched so far. Animation, story telling is top notch. For beginners of anime this show is recommended",3,0,"Feb 19, 2021"
10,Masterpiece,"Just cant say enough on how amazing is this anime.

It's Funny, heartbreaking and great story telling.",3,0,"Apr 8, 2020"
10,Masterpiece,What a storyline! Just mind blowing. Best anime i ever seen so far. Every main carecters has their own story and the story is so perfect.,3,0,"Mar 22, 2021"
10,A Masterpiece!,The best series I have ever watched hands down! Such attention to details... This series takes anime a TV series into a whole new level,3,0,"Jan 30, 2021"
10,Best show of all time,He has the greatest story ever and eren is the one of the best main characters ever and introduction is so good and season four is the greatest season of all time and the season three is the greatest season three ever and the last arc is the best arc of all time and the main characters are great such as reiner and zeke and erwin and Levi and Mikasa and armin and Gabi and grisha and the owl and many episodes are great such as memories of the future and final chapter 1 and final chapter 2 and hero and perfect game and dawn of humanity and savragy and two brothers .I think that is the greatest show of all time.,3,0,"Oct 24, 2024"
10,it's me jawaher,No content,3,0,"Jan 25, 2022"
10,Excellent,No content,3,0,"Jan 11, 2022"
9,A Great Story that should be experienced by everyone at-least once in their lifetime,"'Attack on Titan' is an anime series based on 'Hajime Isayama's' manga series of the same name.The series takes place in a dystopian world where humans have been pushed to the brink of extinction by large man eating giants known as titans and follows 'Eren Jaeger' a young military soldier and orphan who wants to avenge his mother's death by killing all the titans.From the get go attack on titan establishes itself as a high octane action horror story with tons of violence and graphic content but there is much more to it than meets the eye.This show that started with a simple monster hunting premise soon evolves into a story involving politics,religion and racism,paired with some great character growth and constantly developing character relationships turns into one of the best dark fantasies to be ever written.The writing is not the only good thing about this show as this show also excels in the technical department with fantastic animation from 'Studio Wit',a gorgeous soundtrack and amazing sound design. I would recommend 'Attack on Titan' to anybody who is even remotely interested in a dark fantasy story line despite of the fact of weather you like anime or not.I can assure you that if you give it a chance 'Attack on Titan will not disappoint.",3,0,"Jun 16, 2020"
9,THIS ANIME IS MASTERPIECE,No content,3,0,"Aug 19, 2024"
